Time (s),rv_z,rv_y,rv_x,la_z,la_y,la_x,la_r,rv_r,ra_x,ra_y,ra_z,ra_r,ID,TestID
-0.039930109258067274,0.3850731967716524,0.3496051905868275,-0.043293390581924225,-0.06780840853641436,-0.02703000526475119,0.011305897651880205,-0.037275564297106045,0.5352564842041754,-122.11912738633754,-270.2369674063685,62.63492665884054,78.20395464304227,2024-05-23-c-sl3,-c-
-0.03990510925806725,0.3873061743480512,0.3373349724853604,-0.05046877023931048,-0.0739429721253577,-0.03009141689729178,0.014093241869499527,-0.04055408827347767,0.5286850196532793,-114.95754172101027,-378.75669739178556,-29.769594747891638,172.70511253904255,2024-05-23-c-sl3,-c-
-0.03985179753963259,0.3802986997837765,0.31421278138535125,-0.056927991330163984,-0.06928550018845932,-0.02761836244432686,0.012671169046428891,-0.03786268365562229,0.5082564755177909,-96.59580813436098,-557.5045053602283,-194.51493276883542,375.93415557718555,2024-05-23-c-sl3,-c-
-0.039796631975808044,0.36605714355808044,0.28406778248703934,-0.06226719762888525,-0.05822153527022679,-0.025559955342624785,0.012164187819187315,-0.03481542654322234,0.47812653091239243,-71.62132208007269,-665.4221509547087,-321.37039672423157,521.2962755843707,2024-05-23-c-sl3,-c-
-0.039752553548544206,0.34636412259826577,0.25015382682758186,-0.06622897011430987,-0.04431083578087555,-0.026978726728533853,0.013586155937560934,-0.034410442258494545,0.4418103476277921,-44.108699719620205,-716.4192500335568,-414.39683974061353,608.6795770202652,2024-05-23-c-sl3,-c-
-0.03969872651062198,0.32281992207093124,0.21490911802138501,-0.0688169141769858,-0.03174117945545828,-0.03161696119102597,0.016528678472867923,-0.03682977269467308,0.40209145893164794,-18.97220604129433,-727.161580372841,-477.52373799478113,650.9061806840868,2024-05-23-c-sl3,-c-
-0.03965034636503388,0.2968142112856996,0.17992092932799908,-0.07026503729457775,-0.02308007882011419,-0.03671528488556597,0.02132836715180688,-0.039839964462043465,0.36103826094150815,0.48185081001141583,-711.882543394946,-515.4091817849725,660.4752617801034,2024-05-23-c-sl3,-c-
-0.0396000970977535,0.2694814663793459,0.14620412421959178,-0.07090757567212305,-0.018325472298170248,-0.03959497956969238,0.0276158353497478,-0.04103216872555576,0.3201900594649469,13.29352537050969,-678.2473667870568,-533.2283567686715,645.3257913995841,2024-05-23-c-sl3,-c-
-0.03954979481519981,0.2416938380957443,0.11457945318699485,-0.07107453133366515,-0.01623072265198837,-0.03959369047949468,0.032284216370282094,-0.04002842690063563,0.280793282502586,19.93986433521873,-628.2412206924035,-535.776690358796,609.4233345953578,2024-05-23-c-sl3,-c-
-0.0395001596665683,0.21410625983037807,0.08586326268805301,-0.07105243581473952,-0.014714365693603834,-0.037808842621078975,0.031196763959279027,-0.038139424087074325,0.24393197658402221,21.694254730056866,-562.7814966770388,-526.5968130062193,555.9052394732847,2024-05-23-c-sl3,-c-
