Time (s),rv_z,rv_y,rv_x,la_z,la_y,la_x,la_r,rv_r,ra_x,ra_y,ra_z,ra_r,ID,TestID
-0.039930109258067274,0.3570174997002014,0.043344314706902226,-0.25142034036456395,0.031617732296669476,-0.10792033696730707,-0.031119997377194855,-0.10407367382373589,0.446649050055692,249.23189159788552,85.78538717209291,339.0673610192009,189.4886392811665,2024-05-23-c-fh1,-c-
-0.03990510925806725,0.3735967406405712,0.04918015985857792,-0.24022257229426802,0.04082295146391737,-0.09601245444369044,-0.021019388893653554,-0.08910782033150433,0.4588496751356568,332.85707152058677,57.140133516044585,234.16757639758512,164.7903095560523,2024-05-23-c-fh1,-c-
-0.03985179753963259,0.3796860031187791,0.052151479644648696,-0.22066228623170175,0.038525642384537956,-0.05618085055705879,-0.017355726680660724,-0.05077884544967726,0.4588562520296174,470.28374893365174,5.946134353486205,47.08077702357609,220.96749230795234,2024-05-23-c-fh1,-c-
-0.039796631975808044,0.37755656412174743,0.052867924880068404,-0.19572185042009893,0.032125997561422676,-0.012031961188894491,-0.017331267337258885,-0.009380537780315001,0.45026578454223726,550.6579322639459,-33.536774226709845,-97.11120746106764,308.38044783635706,2024-05-23-c-fh1,-c-
-0.039752553548544206,0.36922662815149054,0.051890953808119464,-0.16812414602450299,0.025797091515886023,0.022673190087554307,-0.01942882910103874,0.022931103448653456,0.43615230230549773,580.3017069086999,-61.87699724128018,-202.96512929150958,367.0719595180827,2024-05-23-c-fh1,-c-
-0.03969872651062198,0.3565117969714144,0.04977337674208206,-0.14021933274842469,0.022082938209827263,0.044712605952102136,-0.022229824444658583,0.0434778413865079,0.41902491669836117,567.9877217146806,-79.72941288390791,-275.96901350488093,386.89866340333873,2024-05-23-c-fh1,-c-
-0.03965034636503388,0.34088147257982016,0.04701116410587029,-0.1138530268722307,0.021537225001632382,0.057261330784874276,-0.024664310284088123,0.055401481105801564,0.4006430597608486,524.6096149757974,-89.42123453323858,-324.6431418760018,375.22883417998315,2024-05-23-c-fh1,-c-
-0.0396000970977535,0.32329922856263177,0.04392440487489979,-0.09028602427004083,0.022496151560738087,0.06309626620020559,-0.02715454181894905,0.06101948868194773,0.381889372968421,461.95612444175873,-95.37186702201564,-359.03703351308144,346.4230881712837,2024-05-23-c-fh1,-c-
-0.03954979481519981,0.3042295150073295,0.040567128989810304,-0.07018506744725089,0.02206833597809124,0.061708659765720486,-0.031873393778645176,0.059112940640222766,0.3628884636516454,391.2391766415086,-102.43403010537868,-387.55660147420394,315.91102234626766,2024-05-23-c-fh1,-c-
-0.0395001596665683,0.28379531419402876,0.03677415345050348,-0.05368975962508625,0.017409819610621297,0.051676762886079586,-0.04065918299487607,0.04767140094877309,0.34332956652177665,321.58136895151597,-113.22387149197294,-415.24616153781545,295.43308991349346,2024-05-23-c-fh1,-c-
-0.03944991858496569,0.26195664463236523,0.032337893426754534,-0.04055458357129578,0.007516252616808591,0.034629449113042,-0.05277222495202558,0.028327426955335633,0.322799205223083,258.87199589703164,-126.83345184854915,-443.89433458635295,289.8914911202805,2024-05-23-c-fh1,-c-
-0.03940002332740409,0.23865762651421069,0.02718395985179005,-0.030330213054579745,-0.005003484631394384,0.016613001660412574,-0.06449538778714414,0.00788753513454088,0.30101219727864525,205.55574381880265,-140.03991712507613,-472.4731798635572,296.86068187023676,2024-05-23-c-fh1,-c-
-0.03935000510100242,0.21396107242482665,0.02142705330038837,-0.022526662208612325,-0.015435348171003171,0.0058390968331948345,-0.07104213919444692,-0.004573393153821659,0.27794679010238477,161.28839318307934,-149.65469643828192,-497.6857423206088,309.14261040649814,2024-05-23-c-fh1,-c-
-0.03929998752523308,0.1881407980609669,0.015311641794103279,-0.01672902675546875,-0.020725203316255908,0.007423322009887934,-0.06946266307162635,-0.0036039670625763742,0.2538835681274801,123.91658329455623,-153.94538777301207,-515.4280535351289,318.848956673694,2024-05-23-c-fh1,-c-
-0.03925000997246253,0.16167001285013077,0.00912566610922857,-0.012662656898353747,-0.02045178659938085,0.018844086567289087,-0.060281446794700225,0.00828394621061812,0.22932727202801967,90.67365897297,-152.52174065552921,-522.7701164245815,320.6139590466816,2024-05-23-c-fh1,-c-
-0.039199994802410584,0.13511553219732575,0.0031526193146917698,-0.010189313877368891,-0.01483507200238679,0.03204724086586064,-0.04723250087570751,0.02300820377326851,0.204854875379804,59.77774662398374,-145.6162861376257,-518.7936334555275,312.4135234084476,2024-05-23-c-fh1,-c-
