Time,MMA103,MMA108,MMA122,MMA125,MMA183,MMA191,MMA200,MMA201,MMA271,MMA273,R108,R173,R431
39,3.7211925,-2.7684191,1.4755212,-1.0314569,-0.32095118,-0.84165878,-2.6367876,-0.75650446,2.2240175,0.34994221,-1.861487,-1.0987026,5.3075782
40,2.7907253,-2.4220607,1.6599837,-2.6425363,-0.94337728,4.9759255,-0.84238544,-0.67269955,1.806996,-1.4695576,-3.235023,-1.2710453,4.9660269
41,-0.63237626,-2.2578016,1.9866405,-0.048806275,-1.0779983,5.9469397,2.3933919,-0.67647972,1.6120723,-1.6539982,-2.413091,-1.0195264,4.4061218
42,-2.5343128,-2.2311941,2.1220234,3.9157641,-1.0169767,4.7946706,1.1623872,-0.8537349,1.6165605,-0.51648647,0.03354579,-0.6140778,3.6425981
43,-1.3135134,-2.1379228,1.9986697,4.5000928,-0.77401126,5.6789369,-3.1334593,-1.0497913,1.6530447,-0.41771334,2.0211,-0.31281694,2.8194102
44,0.031011971,-1.8893994,1.6964546,2.098203,-0.2595424,6.4615574,-4.4923899,-1.0371207,1.5503652,-1.6777454,1.719753,-0.22336437,2.1784005
45,-1.2552198,-1.618441,1.2796619,0.30240624,0.26071295,3.3019512,-1.6089189,-0.81582086,1.3185864,-1.8389621,-0.6907274,-0.21924466,1.9157904
46,-3.5876275,-1.5041423,0.93340386,-0.41255393,0.49206266,-1.5557426,1.3364437,-0.66249862,1.1016036,0.32089287,-3.075936,-0.13380393,1.9341957
47,-3.8314382,-1.5644877,0.91429382,-2.1404633,0.6538177,-2.9483938,2.2355559,-0.76612322,0.96831561,2.5609951,-3.268941,0.11264242,1.9626823
48,-2.0256879,-1.6620947,1.1153816,-4.2000533,1.0968601,-1.2592678,3.286162,-0.91209019,0.86212687,2.418409,-1.21547,0.59246722,1.8160119
49,-0.6105712,-1.6641537,0.99111386,-3.57028,1.5758745,-1.3921072,5.1515798,-0.76418125,0.73107524,0.89770673,1.056253,1.2408502,1.5099548
50,-0.23880025,-1.5351514,0.20329201,-0.46413113,1.5698696,-3.8889211,4.854282,-0.39249292,0.58998989,0.85495389,1.40894,1.8863567,1.224534
51,0.50974911,-1.3156163,-0.84276596,1.3146674,1.2134275,-3.5807152,1.4406346,-0.22121546,0.47603117,2.5222865,-0.2165432,2.3140142,1.1470614
52,1.6880975,-1.0979928,-1.3280931,0.3155073,1.1579225,1.3257362,-1.3065903,-0.45899994,0.44679913,3.1173029,-1.948696,2.5027442,1.4501926
53,1.5338412,-0.99979986,-0.83136912,-0.35707095,1.4716147,5.085899,-0.58108715,-0.8521607,0.57976657,1.1927867,-1.96207,2.6726923,2.1523822
54,-0.14186265,-1.0579727,0.23137696,1.7990926,1.4857929,3.0316212,0.9890494,-1.026291,0.86123502,-1.0913692,-0.3778722,3.0836919,3.1461339
55,-1.1096057,-1.1439563,0.92587881,4.7849133,0.97580318,-0.82823695,-0.20400737,-0.86285265,1.1113377,-1.2419747,1.102884,3.8069207,4.2498933
56,-0.24994816,-1.0799596,0.62471159,5.5140163,0.66460052,0.03729607,-2.8774693,-0.51019465,1.1200991,0.12384573,0.9797761,4.5351887,5.2111099
57,0.62560252,-0.86078453,-0.42489538,4.3821065,1.0437922,4.5705466,-3.1571647,-0.18910803,0.85416095,0.83943817,-0.543664,4.820416,5.8608312
58,-0.15721298,-0.66770575,-1.4103081,3.6077719,1.4485364,6.1762093,-0.7455532,-0.047181129,0.49644226,0.58305245,-1.942036,4.4438068,6.1680866
59,-1.4129137,-0.62647634,-1.7270724,3.0926246,1.0642177,2.9012822,1.273414,-0.099870058,0.30409606,0.7269506,-1.879909,3.6783137,6.1667319
60,-1.2056225,-0.6331412,-1.2958876,1.4056594,0.2761421,-0.78700884,1.775742,-0.22770893,0.41962347,1.7546042,-0.4452808,3.0617579,5.7844367
61,0.034628796,-0.47581371,-0.35016235,-0.36417488,0.08879483,-1.9518177,2.516967,-0.26713989,0.76569366,2.7304811,0.9224592,2.9033828,4.9790094
62,0.62568362,-0.10224707,0.76217995,0.37743578,0.5475932,-2.537618,3.7717157,-0.17486276,1.1141269,3.059468,0.8569895,2.9671905,3.9582746
63,0.64752671,0.27155482,1.7051787,3.0945876,0.74475984,-3.6995546,3.2660585,-0.076441796,1.2814944,3.1936938,-0.5408676,2.7924968,3.1715542
64,1.4467226,0.36229153,2.374394,4.2699304,0.29056923,-2.8359118,0.54175753,-0.098242848,1.2501467,3.3792574,-1.7777,2.1577892,2.9201855
65,2.7806269,0.14787598,2.9153161,2.779792,-0.210584,1.0573705,-1.2905981,-0.21578386,1.112474,3.0257281,-1.495116,1.3106652,3.0076518
66,2.9720035,-0.086563211,3.3694663,1.6686766,-0.26198016,4.0127546,-0.14154119,-0.33028081,0.97060321,1.9730441,0.005814043,0.6400728,3.0202361
67,1.8964911,-0.081021821,3.4764475,3.2653986,-0.16324029,2.7066879,1.5710035,-0.40472372,0.90838277,1.3127464,1.03158,0.34180057,2.7214854
68,1.4230305,0.13565356,3.0187118,5.5768396,-0.3010694,-0.098232293,0.61138094,-0.46896707,0.96292536,1.923035,0.3609512,0.26587923,2.2162808
69,2.3222009,0.37276497,2.2070179,5.5873195,-0.45566227,0.27729759,-1.9551765,-0.58946704,1.0548515,2.9359009,-1.288868,0.13697987,1.827459
70,2.8648028,0.53141337,1.5291151,3.8007872,-0.23891775,3.2405732,-2.473155,-0.85520794,1.0217982,2.9084078,-2.069246,-0.15153362,1.7388816
71,1.5967395,0.65688019,1.3008945,2.9214339,0.23369642,4.2455982,-0.39978015,-1.2743057,0.81174171,2.0545363,-1.156706,-0.52619089,1.9183121
72,-0.19227538,0.83931787,1.4509703,3.4520512,0.56499785,1.9648992,1.1612782,-1.6732281,0.59362292,1.890095,0.270357,-0.83278535,2.0982373
73,-0.31122994,1.1112044,1.6324475,3.3636367,0.72394212,-0.4536494,0.53731729,-1.8120833,0.58218305,2.8293725,0.5029295,-0.99137323,2.0951785
74,1.1490261,1.3814616,1.5167978,1.7159564,1.0110228,-1.0613743,-0.24318067,-1.6205798,0.78113484,3.6648521,-0.6305275,-1.0181109,1.9777694
75,2.2240419,1.4791272,1.0935729,0.070765905,1.4545888,-1.428058,0.82103349,-1.2626189,0.97205482,3.5987991,-1.598858,-1.036239,1.9641502
76,2.0955149,1.3366383,0.6838206,-0.16144911,1.7185086,-2.4741096,2.4882285,-0.97363718,0.93774127,3.2823234,-1.233365,-1.0967545,2.1004783
77,1.906815,1.1129739,0.60441463,0.34407109,1.6793387,-2.3095938,2.5341131,-0.86042011,0.66335262,3.3355869,-0.1426481,-1.1856122,2.1894012
78,2.5680438,1.0520308,0.85925239,0.61854157,1.6386132,-0.036392198,1.2432227,-0.84661957,0.34225119,3.2135083,0.2180198,-1.2326991,2.0171321
79,3.4000087,1.2140487,1.1714706,1.2806603,1.8154551,1.8584827,0.41215801,-0.79155386,0.19987489,2.3949784,-0.5348384,-1.1808346,1.6375228
80,3.5159769,1.4227334,1.276116,2.9840143,2.05309,1.3045665,0.17488343,-0.63673427,0.31464059,1.6197928,-1.223993,-1.0823913,1.2865121
81,3.2262023,1.4976482,1.1793795,4.4468806,2.2049516,0.16590071,-0.62601501,-0.44091907,0.60317142,1.8316937,-0.7670087,-0.90685168,1.1919238
82,3.1226719,1.4560549,1.1083045,4.0488913,2.4113225,1.2076058,-1.6198528,-0.31623155,0.90955115,2.5678044,0.3785749,-0.62761333,1.3396969
83,2.7888874,1.4459376,1.2044453,2.4768016,2.7686856,3.3822128,-1.1957865,-0.3195416,1.0738206,2.5940063,0.782186,-0.24547411,1.5112275
84,1.6682578,1.5635125,1.3897938,1.7684213,3.0497598,3.3290287,0.463822,-0.36962901,1.0070644,1.8265052,-0.1036701,0.13039682,1.4519597
85,0.51817014,1.7865626,1.5404348,2.2366172,3.0086885,0.79497821,1.2300988,-0.31759453,0.76586841,1.4296406,-1.189484,0.33260044,1.1221017
86,0.59009904,2.0216385,1.572022,2.2982864,2.7535384,-0.83458699,0.3466578,-0.12985941,0.50924729,1.9998322,-1.167169,0.34426371,0.76427241
87,1.6979396,2.1845207,1.3431177,1.2548078,2.5738431,0.21743485,-0.37993643,0.068146547,0.3667436,2.7750706,-0.1472574,0.28005794,0.64532994
88,2.4351039,2.2795183,0.77132958,0.3315009,2.5280313,1.5164098,0.47993638,0.14052939,0.36376007,2.932392,0.4632316,0.33070373,0.83544954
89,2.2066743,2.3878225,0.091143008,0.49812668,2.444616,0.45070306,1.8319371,0.054089345,0.42499582,2.6845886,-0.1207602,0.49830156,1.1422307
90,1.8233254,2.524579,-0.28237668,0.97646023,2.2741851,-1.7470087,2.0424631,-0.12069583,0.42314301,2.5768207,-1.085751,0.63351448,1.3100956
91,1.9853122,2.5506619,-0.17580843,0.8935272,2.1813691,-2.2217863,1.4059619,-0.21569481,0.29117726,2.4772537,-1.065523,0.70288132,1.2286073
92,2.3210457,2.3283336,0.25981486,0.94789387,2.2739636,-0.86444164,1.0581673,-0.045715101,0.11604767,1.9568957,-0.01863835,0.80622971,1.0557102
93,2.3220954,1.9809398,0.78162607,1.993293,2.5235177,0.26008822,0.73445686,0.36856978,0.063218826,1.2026931,0.7986595,1.0097935,0.96288021
94,2.2491116,1.8907108,1.1385879,3.091557,3.0362731,0.66934574,-0.44083988,0.72175147,0.19319198,0.82817801,0.4661099,1.2565689,0.99854081
95,2.431957,2.3045728,1.1132807,2.7587046,4.0513488,1.5975812,-1.7318495,0.73216587,0.40140704,0.94363619,-0.4558917,1.3614585,1.0257916
96,2.443033,2.9566271,0.75265052,1.5134379,5.4333511,2.8087232,-1.5060521,0.49999982,0.53379696,1.0650657,-0.7374156,1.246969,0.92122598
97,1.8423356,3.2708337,0.37441232,1.2736937,6.5029408,2.4198145,0.025218873,0.39920611,0.50727523,0.96595534,-0.05127357,1.0663713,0.71746012
98,1.1889169,3.0183855,0.14811388,2.3221257,6.7486041,0.36051762,0.83686232,0.60485188,0.33102172,1.0096024,0.6954296,1.0103793,0.54534509
99,1.3224035,2.5820957,-0.083360989,2.7531604,6.4656918,-0.77697316,0.13659949,0.87711768,0.078370168,1.436228,0.6128353,1.1616381,0.54912477
100,1.9575639,2.4409798,-0.39820241,1.4211321,6.2759047,0.43648918,-0.49644911,0.8699295,-0.14596885,1.8234893,-0.07644105,1.3926129,0.7342698
101,1.9897519,2.5937543,-0.52761504,-0.16419403,6.2070094,1.6699145,0.31002845,0.54167239,-0.23841745,1.5760969,-0.516928,1.5171963,0.95143162
102,1.1152645,2.6727248,-0.25403294,0.087587594,5.7211652,-0.13809104,1.6690973,0.17838399,-0.11955371,0.65548031,-0.3020329,1.448639,0.95929372
103,0.38012151,2.4555066,0.14782279,1.7342724,4.6079516,-3.9023599,1.889025,0.062338663,0.22964739,-0.33529062,0.1894914,1.1651939,0.56524264
104,0.40804135,3.0473491,0.46534601,2.2997494,4.512527,-7.7562058,2.6775328,0.052986532,0.47589575,-1.1229246,0.5670704,0.72666502,-0.10587545
