Time,MMA103,MMA108,MMA122,MMA125,MMA183,MMA191,MMA200,MMA201,MMA271,MMA273,R108,R173,R431
40,1.0606581,0.57839988,7.5234993,2.7994232,3.05099,-1.4889875,3.1037563,3.1233609,2.9185176,0.56171398,-3.182406,-6.3911321,3.0247169
41,3.3878015,1.1426292,3.8186604,-0.95130343,5.5063761,-1.0227428,2.3347253,2.5780772,3.0538095,1.6663471,-4.283321,-5.7347696,2.4210685
42,5.6084168,1.4719043,1.0295994,-2.1264741,6.2500966,2.8727929,1.0717335,2.2530799,3.1444194,2.3658932,-3.338486,-5.038028,1.8373575
43,5.5157357,1.2009417,1.8626368,0.009438817,5.0046532,6.9046687,0.83937271,2.1578408,2.9661914,1.7666995,-1.194757,-4.1325457,1.4050288
44,2.9515228,0.3632969,5.8721306,4.1677409,2.9874399,7.0327623,2.4547611,2.2515408,2.6786304,0.63739683,0.1585,-2.9569329,1.1846656
45,0.22130805,-0.50927619,9.4744965,7.3759751,1.8242009,2.8510542,4.7145014,2.5363949,2.647056,0.33729898,-0.4164803,-1.5660766,1.2645185
46,-0.28350247,-0.72017702,9.2217946,6.5611534,2.3263727,-1.6755958,5.4825819,2.9276901,2.9698554,0.9425636,-2.16023,-0.18444232,1.6898291
47,1.5046629,-0.14320219,5.2548021,1.6507371,3.8910152,-2.4572119,4.0821026,3.2208974,3.3441829,1.6159218,-3.318004,0.92347228,2.373055
48,3.561183,0.52992384,1.2275411,-3.220175,5.1202122,0.70249973,2.0321805,3.2482731,3.3898038,2.0749176,-2.820982,1.6906895,2.9787911
49,3.9755078,0.60610583,0.74128457,-3.4123408,5.1724633,4.6359426,1.1415156,3.0257983,3.0468784,2.668181,-1.224843,2.192186,3.1985777
50,2.6295003,0.26475443,4.0484472,1.0989601,4.4665405,6.2797196,1.718561,2.7556479,2.6372691,3.4705215,-0.02611377,2.5408334,2.9478149
51,0.91253346,0.22863489,8.1508292,5.6847509,4.0218279,5.060431,3.0095508,2.6865093,2.5242008,3.9225279,-0.3525606,2.7486554,2.5276884
52,0.13225966,0.73837736,9.5876043,6.2433717,4.2194072,2.605336,4.2188507,2.9024289,2.7493058,3.3461592,-1.94739,2.782579,2.2502594
53,0.46201056,1.287214,6.9940629,3.0513706,4.3924534,0.99282295,4.5063237,3.2047101,3.0647034,1.9277186,-3.414217,2.7265982,2.1915393
54,1.3132824,1.3233065,1.884415,-0.64323821,3.7684079,1.343966,3.2075736,3.2563143,3.2637838,0.99505955,-3.319671,2.8011659,2.0989389
55,2.0717105,0.86141359,-2.1153089,-2.1518738,2.6569346,3.3407557,0.94281972,2.9315596,3.3408224,1.6284136,-1.648779,3.1505132,1.7552183
56,2.2307645,0.33519395,-1.5664973,-0.81893264,2.2380262,5.4057485,-0.35785081,2.5095639,3.3394598,3.2072756,0.01391472,3.6794996,1.2878142
57,1.5540792,0.077376693,3.5295812,2.3700938,3.0295457,5.7042834,0.60362165,2.403552,3.2400671,4.1700709,-0.008354457,4.0862521,1.0927159
58,0.55854243,0.099168399,8.6820963,5.296173,4.0746561,3.7595813,2.9372643,2.6935371,3.0878268,3.9095956,-1.635707,4.0679168,1.3676734
59,0.23962485,0.26208527,8.6730516,5.7836863,4.0460685,1.0883666,4.4708066,3.0799442,3.0661783,3.1302724,-3.047487,3.6602742,1.8481377
60,0.91049997,0.44622678,3.0274214,3.6617254,2.8347278,-0.20975455,3.96584,3.2961533,3.2881378,2.7175603,-2.674413,3.2182581,2.0568016
61,1.7813561,0.54270026,-3.1121146,1.4787296,1.6007479,0.51499604,2.1311252,3.3435383,3.6259455,2.9605948,-0.9937949,3.0576135,1.7671653
62,1.9833574,0.47195396,-3.9530588,2.0283631,1.4024491,2.1076264,0.66557006,3.2948153,3.8763525,3.6198302,0.09020173,3.1936437,1.2829791
63,1.5911686,0.29028667,1.6256723,5.2335328,2.1960199,3.0985872,0.67620703,3.1390712,3.9545024,4.2753007,-0.4708262,3.379478,1.0607385
64,1.3386069,0.19464969,9.4646126,8.3053538,3.1321278,3.0336148,2.0201698,2.9188558,3.8261869,4.6597458,-1.764298,3.3801319,1.2877676
65,1.6218397,0.37335872,13.832612,8.8033989,3.3850144,2.3413363,3.7161882,2.7995053,3.4859685,4.7680918,-2.248021,3.1974854,1.6879139
66,2.1363701,0.84070315,11.95774,6.7238265,2.6512095,1.6194785,4.5829588,2.8886025,3.1506766,4.6963778,-1.579755,2.9607587,1.8103751
67,2.4357855,1.3697332,6.1564691,3.8384791,1.3492644,1.4421748,3.8286816,3.1142873,3.19008,4.5497797,-0.7851477,2.8130628,1.4414844
68,2.5124551,1.6288133,1.7673491,2.0332003,0.51668226,2.2255973,1.7912562,3.331296,3.6420032,4.4590789,-0.7662997,2.7528525,0.69145578
69,2.6319972,1.5147958,2.2723975,2.2720037,1.0283024,3.5900161,0.061229216,3.4461658,4.0460151,4.4412186,-1.349678,2.712259,-0.18116333
70,2.810668,1.3114694,6.2665413,4.0869646,2.6056302,4.2403922,0.094608944,3.4295171,3.9919282,4.3576257,-1.706598,2.567187,-0.96490771
71,2.8292538,1.3479143,9.4066447,5.7132389,3.9078388,3.2950161,1.6148087,3.3054313,3.6111333,4.2204874,-1.453587,2.2692469,-1.5361237
72,2.6788813,1.5539075,8.9499965,5.4792055,3.8628305,1.59728,3.0097292,3.1461403,3.3098834,4.2607414,-0.9892596,1.8659185,-1.8233587
73,2.5562444,1.5668586,5.9417753,3.5205688,2.7040783,0.88677432,3.2239913,3.0239427,3.2362855,4.4882976,-0.799864,1.5477127,-1.8220608
74,2.4802864,1.2459251,3.3563004,1.7173104,1.543154,1.6743858,2.5914887,2.9550125,3.2439338,4.5921169,-1.028247,1.5007317,-1.6359906
75,2.3750094,0.85880593,2.9290983,1.6407124,1.1903119,2.7935347,1.955115,2.8820181,3.2266392,4.458566,-1.461006,1.7185914,-1.4664153
76,2.4197462,0.74439686,4.0594585,2.912267,1.6265912,3.1220607,1.7500043,2.713233,3.256303,4.3304613,-1.849719,1.9809024,-1.4502397
77,2.8198849,0.97346318,5.1994791,3.8823825,2.3690254,2.7684331,2.0306089,2.4331568,3.4166188,4.335277,-1.998494,2.0353273,-1.5307385
78,3.3108863,1.3842086,5.5097193,3.5918684,2.9401036,2.3225756,2.6991466,2.1784392,3.6439036,4.3102383,-1.827123,1.8583774,-1.4755557
79,3.3372502,1.7887392,5.1161592,2.5905429,3.0330532,1.962981,3.3187431,2.1343552,3.7717782,4.1537427,-1.464587,1.6489757,-1.0924998
80,2.741369,2.0510145,4.5224871,1.9504464,2.630458,1.7534056,3.151834,2.3401363,3.6802583,3.9781999,-1.259771,1.5387345,-0.42614321
81,2.0033172,2.0762486,4.2233787,2.0614373,2.1044184,1.9699318,1.9838551,2.6229447,3.3845669,3.9005853,-1.404583,1.5257524,0.33533343
82,1.7572796,1.8628795,4.455902,2.6055861,1.9840071,2.5831921,0.76064069,2.7313101,3.0316575,3.9070162,-1.668657,1.5084242,0.99018155
83,2.1988625,1.5569374,4.9206718,3.2036551,2.5116145,2.968157,0.75581211,2.5619829,2.8229854,3.9028807,-1.697598,1.4846773,1.473572
84,2.9852554,1.356025,5.0019118,3.5819145,3.4678873,2.6293173,2.0287354,2.2670893,2.8871361,3.8209242,-1.44792,1.5309463,1.8420992
85,3.6082856,1.3196959,4.519884,3.3825046,4.3256342,1.8720131,3.3112775,2.1017008,3.2143231,3.7165579,-1.319242,1.612474,2.1573611
86,3.7739261,1.338334,4.0278381,2.4416445,4.5156052,1.3266655,3.5424987,2.1792618,3.7031349,3.7280798,-1.572728,1.5698789,2.4564522
87,3.4693573,1.3331207,4.117743,1.273168,3.8129224,1.095631,2.8795001,2.4142298,4.1805667,3.9135663,-2.008927,1.2979834,2.719039
