Time,MMA103,MMA108,MMA122,MMA125,MMA183,MMA191,MMA200,MMA201,MMA271,MMA273,R108,R173,R431
75,3.6720578,1.7169808,4.3222094,1.6456075,2.4881026,3.9029649,2.8254947,3.1478059,3.8623781,6.7586416,5.854468,2.9355022,6.3258911
76,3.4732542,1.530036,4.5668924,3.0874289,2.8284824,5.7515941,5.7429727,2.8841502,3.826361,6.4440402,2.830903,3.2653345,6.652308
77,3.5439172,1.478633,5.3230443,4.0423356,2.9581421,5.5268367,5.7397253,2.6016313,3.9128097,6.6313888,2.568555,3.5112137,6.9560745
78,4.5466451,1.7388539,5.6523021,3.8182664,3.380988,2.5028695,3.7036684,2.4126349,4.0944823,6.5414088,1.844747,3.5442817,7.4500579
79,5.4974806,2.1658562,5.4632274,2.9199943,3.5415243,3.4911774,3.3810006,2.4344868,4.1942779,5.4820323,5.093214,3.3736812,8.1764525
80,5.2139596,2.5444803,5.0569463,4.0013819,3.3901277,2.913448,3.1590885,2.6409156,4.0964854,4.5524965,6.408006,3.0506607,8.8975458
81,4.336898,2.6899714,4.69993,6.2222482,3.3092292,2.0007023,2.2151522,2.868391,3.8454543,4.6233141,2.600118,2.637335,9.2450169
82,4.0270588,2.5204184,4.8082445,5.9656247,3.4939683,3.131431,2.7585581,2.9295406,3.5636074,5.4209339,2.784966,2.2729213,8.9790338
83,3.8562753,2.2120533,5.271086,4.4371843,4.0976785,6.0445597,2.2882587,2.7921201,3.3599363,5.6214376,2.089424,2.1851863,8.1843927
84,3.4343896,2.0936884,5.4393962,4.2070726,4.9135078,5.9476487,2.0857339,2.660012,3.3299079,4.8941146,4.465196,2.5461071,7.1999687
85,3.7660557,2.2364703,5.0419628,4.6489239,5.4737103,2.2684745,3.672484,2.7055859,3.5698788,4.4973703,6.6928,3.1605242,6.4322999
86,3.9223435,2.4661381,4.5520398,4.1313036,5.4723444,1.9706044,3.5677228,2.8273698,4.0765473,5.0205403,3.432478,3.5406265,6.129744
87,3.8685938,2.6343796,4.4952577,1.9499687,4.958678,1.1177679,3.1033928,2.9508867,4.6443637,5.8754526,2.813784,3.4176141,6.2018116
88,3.8477908,2.7379264,4.7853863,1.2179932,4.4398665,2.3853906,2.1898075,3.1067861,4.9091485,6.1048835,2.94905,2.9174979,6.2856787
89,3.221831,2.9360699,4.8145016,1.7527478,3.9959617,0.83354011,3.8892299,3.2719064,4.6077469,5.9859919,3.293874,2.3920623,6.1481035
90,2.8714182,3.2349872,4.3012762,2.5660247,3.5199993,3.6922799,4.493715,3.3706741,3.8916043,6.0150395,5.664019,2.1481836,5.7996534
