Time,Clenched Hard 1,Clenched Hard 2,Clenched Hard 3,Clenched Med 1,Clenched Med 2,Clenched Med 3,Clenched Light 1,Clenched Light 2,Clenched Light 3,Relaxed Hard 1,Relaxed Hard 2,Relaxed Hard 3,Relaxed Med 1,Relaxed Med 2,Relaxed Med 3,Relaxed Light 1,Relaxed Light 2,Relaxed Light 3
-17.0,-0.10584802003737,-0.0717094755822144,0.0119087101086762,-0.0564963407457834,-0.0617742594813379,0.0153402293933505,0.00146388791300744,-0.0318691667305175,-0.037275564297106,0.000790238594945091,0.0602908093431757,0.000790238594945091,0.0148436560331619,0.0480583077227656,-0.00716462013018925,-0.0794631020874965,0.0573966479427107,0.0158964549460669
-16.962830593280916,-0.0970904056555563,-0.0721070897334339,0.0234271416965377,-0.0602757785340767,-0.0581584823477658,0.0248571874941803,0.00295282896727899,-0.0205350061925529,-0.0405540882734776,0.00580334620094491,0.070937489534699,0.00580334620094491,0.00784280130134473,0.0349994174686146,-0.00244656083138938,-0.0861923598610711,0.0652085222778281,0.0207566865123811
-16.92566118656183,-0.0721194014920623,-0.064247000677484,0.0202577508496858,-0.0615503103810675,-0.0427995505313545,0.0201875604744266,0.00238220706059466,-0.00536761287223963,-0.0378626836556222,0.0130419888918215,0.0669212505794825,0.0130419888918215,-0.00226639377465232,0.00142830593635023,0.00548205606827156,-0.0749030992997357,0.0652573286601609,0.0140844654526907
-16.888491779842745,-0.0453391339262864,-0.0514710688749419,0.00741349141380509,-0.055146081238984,-0.025562054617086,0.00967297177456627,0.00203181537604446,0.00599810262621347,-0.0348154265432223,0.0224505956182101,0.0532130482204493,0.0224505956182101,-0.0143782351570691,-0.0334741233933802,0.0107517294296849,-0.0533272926796357,0.0633824009424933,0.00607911145770612
-16.851322373123658,-0.0250693609184625,-0.0377222019736334,-0.0124032670009722,-0.0399833491552014,-0.0127340347718948,-0.00162628821858412,0.00297823735111713,0.00730220493436883,-0.0344104422584945,0.0322411075462217,0.0325768689490899,0.0322411075462217,-0.025241537890339,-0.0576092474868311,0.0107732588196717,-0.0273122155136558,0.0648408618466028,-1.83966005301572e-05
-16.814152966404574,-0.0138251875291354,-0.0265665551040263,-0.0358757386226199,-0.0188997772534262,-0.00662719462672695,-0.00998147748260236,0.00366912736353697,-0.000724170136676027,-0.036829772694673,0.0409908135709762,0.00837659356255726,0.0409908135709762,-0.031577301858753,-0.067692576709054,0.00688544207843144,-0.0035182994571723,0.0734748478202331,-0.0046766375768471
-16.77698355968549,-0.00991491504117236,-0.0196307712287915,-0.0586458478074942,0.00353525798111264,-0.00554505422863349,-0.0135324201028261,0.00100076783281899,-0.0102793839754721,-0.0398399644620434,0.0484880575807562,-0.0152745555842568,0.0484880575807562,-0.0331911473173207,-0.0672443441077847,0.00229190983370142,0.0113370912975431,0.0878853708346616,-0.00955945448035544
-16.739814152966403,-0.0109235455923641,-0.0159981648060032,-0.0758186424478549,0.0227160032282496,-0.0055050770948366,-0.0142641880676617,-0.00602586527605975,-0.0135232592312209,-0.0410321687255557,0.0540889879221175,-0.0341816013122027,0.0540889879221175,-0.0331267740432483,-0.061440807046278,-0.00121233410600185,0.0124100497415695,0.100363276215711,-0.0156011135264542
-16.70264474624732,-0.0158219308176829,-0.0144244352220906,-0.083526103021164,0.0352048931289409,-0.00375726310835053,-0.0173264593051535,-0.0151724612662628,-0.00876969750666389,-0.0400284269006356,0.0562288068503077,-0.0459143001432815,0.0562288068503077,-0.0343023528839112,-0.0537433715279885,-0.00419248848860998,0.000238077029728334,0.1022551940894,-0.0212157151200558
-16.665475339528236,-0.0233027480858836,-0.01459251015569,-0.0813904757144026,0.0390777329655204,-0.00123915794288587,-0.0260401012392843,-0.0236831096781974,-0.000249734119615929,-0.0381394240870743,0.0545853840001503,-0.0513289212141536,0.0545853840001503,-0.0361874283864396,-0.0461507923028803,-0.00718071024557009,-0.0173631376211224,0.0909042574038907,-0.0232897021843583
-16.62830593280915,-0.0300925491329031,-0.0150030035421986,-0.0731418322268858,0.0332049154983716,-0.000884779423213466,-0.0386703333951671,-0.0304969173473802,0.00675437132338574,-0.0366878805969667,0.0509553432254498,-0.0531952729707065,0.0509553432254498,-0.0359690158320236,-0.0403489418589636,-0.00853260670441546,-0.0306049633168522,0.0716243160560478,-0.02033533938313
-16.591136526090065,-0.0327001781024182,-0.012773917782428,-0.0637397792910009,0.0174419645021602,-0.00393479403561961,-0.0501793215116264,-0.0355006870657672,0.00982860438200961,-0.036596844415733,0.0468097375854168,-0.0539383274323657,0.0468097375854168,-0.0324117860142429,-0.0376094586481812,-0.00617131802861303,-0.0354959108233788,0.0541480501056826,-0.0131702781174045
-16.553967119370977,-0.0300760281477644,-0.00721868272427039,-0.0553233342161627,-0.00591238374583213,-0.00972146352112229,-0.0558376849907252,-0.0377786145467342,0.00963204187686084,-0.0380343835573463,0.0422159315005805,-0.0546550653745174,0.0422159315005805,-0.0262614906104385,-0.0378018718003747,-0.000390978797017771,-0.0349730535662118,0.0461782243076976,-0.00372513098732985
-16.516797712651893,-0.0245231457527411,-0.00111062128706829,-0.046922624637178,-0.0317387284349047,-0.0167044939239078,-0.0546221892671657,-0.0356227245231525,0.00850403936099819,-0.0394804818218055,0.0376011758715881,-0.054760293635631,0.0376011758715881,-0.0179699851993933,-0.0386028268720198,0.00625711801664008,-0.0338280226394236,0.0483385980204976,0.00509288782623784
-16.47962830593281,-0.0210927038941106,0.00277446853279961,-0.0381566640432875,-0.0543387337031048,-0.0212318404209288,-0.0500985485083396,-0.0289918839621911,0.00954523472140278,-0.0388299731980342,0.034349149907964,-0.0523994157624925,0.034349149907964,-0.00757945477907151,-0.0366141245368693,0.0102523410835505,-0.0344472632966622,0.0549156867385345,0.0100794703325316
-16.442458899213722,-0.0241885720021937,0.00471565102336168,-0.0306856347855618,-0.07023818491429,-0.0195920189581111,-0.0469472686365169,-0.021465974747582,0.0147992740500562,-0.0353935271297931,0.0333092493492216,-0.0457148077251792,0.0333092493492216,0.00384061575642924,-0.0308747792961184,0.00860083281110257,-0.0367129900465624,0.0589566328878268,0.00949269374271954
-16.40528949249464,-0.0333581703440408,0.00693193365671462,-0.0261693898109069,-0.078145830790637,-0.0133883278409923,-0.0472788065944794,-0.0178307738184342,0.0226873824300847,-0.0295764503871724,0.0335287036369383,-0.034491155805242,0.0335287036369383,0.0142458651227823,-0.0248670764623317,0.00110827524504786,-0.0388961561165485,0.0569872419774729,0.00317356295984594
-16.368120085775555,-0.0438037991422474,0.00978861545345122,-0.0252175716537212,-0.0772611524255867,-0.00818789780812959,-0.0510210359486881,-0.0195074121835212,0.0286700515081564,-0.0214514527466104,0.0336992340259862,-0.02171832891274,0.0336992340259862,0.02132324636401,-0.0231040442051478,-0.00898457480484504,-0.0378787658225702,0.0508899034926874,-0.00834172394638288
-16.330950679056468,-0.0508753583597569,0.00984480754077199,-0.0282203279413129,-0.0677032511389539,-0.00769443479817499,-0.0575787551426587,-0.0239744653619031,0.0289545417560234,-0.0111093474539464,0.0344576224256224,-0.0122298508070917,0.0344576224256224,0.0230260436169398,-0.0261024111953159,-0.0165151127583599,-0.0315719860596576,0.0456732010743821,-0.0230543766358913
-16.293781272337384,-0.0531179443720465,0.00344357619621649,-0.0357644808921515,-0.0530333054968706,-0.0121916127823822,-0.06510477239865,-0.0281572661867069,0.0225429748759998,-0.000195656460396875,0.0373598298795821,-0.00833608386325557,0.0373598298795821,0.0192570295640972,-0.0308272568568651,-0.0177206643752594,-0.0215784259042137,0.044403507173887,-0.037491075790599
-16.256611865618297,-0.0514969285446219,-0.00754956091695491,-0.047518328665448,-0.0406663127040576,-0.0192977141170762,-0.0698431761694398,-0.0307913757300539,0.0105076037237817,0.00800281556710635,0.042337498568447,-0.00790438345827615,0.042337498568447,0.0128904901482203,-0.0349530212460084,-0.0135288700757835,-0.0114449041841205,0.0451892578686441,-0.0487034343358708
-16.219442458899213,-0.0477814304741277,-0.015888728770141,-0.0606867288565314,-0.0376423907524376,-0.0247624759194505,-0.068542067933647,-0.0322474204501893,-0.00472435191064601,0.0105144156075839,0.0465255012130314,-0.00678070221488003,0.0465255012130314,0.00778809001630143,-0.0388054704985125,-0.00797201071535291,-0.00318912767705092,0.0443502317975169,-0.0543761439886611
-16.18227305218013,-0.0444910120973973,-0.0156395170671808,-0.070994744106472,-0.0452565214700446,-0.026003368268314,-0.0616090127357576,-0.033438298004136,-0.0189280437947303,0.0067435012607403,0.0451756584538444,-0.00222574857931223,0.0451756584538444,0.00617024830008872,-0.0440104579611568,-0.00386782170764599,0.00342691322927346,0.0425684793558913,-0.0523557017311137
-16.14510364546104,-0.0431508255370969,-0.00739556944071917,-0.075816648551084,-0.0575282795503536,-0.0252586513915153,-0.0527323236611926,-0.0348280629834047,-0.0269892154671447,-0.00116222164279822,0.0358628747917454,0.00522013657367903,0.0358628747917454,0.00791012309133876,-0.0503504183220258,-0.00126747813415317,0.00949612914802533,0.0449141970525518,-0.0429634850601258
